text,class
b'BAM kena tengok balik strategi dan development player muda untuk naikkan ranking .Tak boleh harapkan LZJ je or dulu DLCW untuk team event mcm ni.\nKempunan Thomas cup.\nParah.\nTak releven dahla come back stronger. Sampai bila?? \nBounce backkk!! \n\xf0\x9f\x87\xb2\xf0\x9f\x87\xbe\xf0\x9f\x94\xa5 #ThomasCup2022 #TUC2022',bulutangkis
b'Pak @jokowi gas pol demokrasi https://t.co/tIwpgdyc52',demokrasi
b'Belum kenal skincare https://t.co/oJHELM6O0O',kecantikan
"b'Yang baru mulai berkatifitas dengan rutinitas kerja, bisa ikutan nonton ""Film Srimulat : Hil yang Mustahal"" yang bakal tayang serentak pada tanggal 19 Mei 2022 di seluruh bioskop di Indonesia. Film ini adalah babak pertama dari film Srimulat #FilmSrimulat #SaatnyaIndonesiaTertawa https://t.co/wu9V50OL7A'",film
b'Rumah produksi drama yang mengalami kerugian dengan keluarnya Kim Sae Ron kemungkinan akan mengabil tuntutan hukum. https://t.co/uhithOjxBr',film
"b'Diskon 25rb dan 5rb tanpa minimal order, bisa buat beli skincare https://t.co/Qkiag6ufOT https://t.co/ht18YiCkzf'",kecantikan
"b'Gausah denial kalo ""invest"" di crypto itu ""high risk high return"". Sering kali dengan pedenya ngerasa bentuk ""investasi"" tsb lebih baik dari yang lain, tanpa ada dasar yang jelas.'",investasi
"b'barusan liat syarat dapet beasiswa s2 fashion design di paris, total bgt\xf0\x9f\x98\x80'",beasiswa
"b'Tekanan Jual IHSG Diproyeksi Mereda, Simak Saham Pilihan Ini - https://t.co/51m7cMfNzA #saham #investasi https://t.co/L9AweFjFoT'",investasi
b'DAH HARUS BIKIN THREAD SKINCARE NIH GUA.\nADA YG KIRA GUA GEN Z. GOKS. FIX 2022 IS THE YEAR OF DEK VINDY.',kecantikan
b'Pelayanan pembayaran pajak hari minggu 15 mei 2022 di samsat kabupaten kudus... https://t.co/c8l1NaGsSR',pajak
"b'Negara berflower ini emang busuk banget ya. Kita udah bayar pajak. Kita masih disuruh lapor lagi klo udah bayar pajak. Kalau ga lapor, kita di denda lagi sama mereka. Padahal mereka tau kita udah bayar pajak yg mana aja. Kan goblok.'",pajak
b'guyysssss rekomen film dokumenter di netflix dong! (selain our father soalnya mau nonton)',film
b'Yunhyeong gantenggg bgttt\xf0\x9f\x98\xad\xf0\x9f\x98\xad mulus bgttt WOYYYY.\n\nPlease spill skincare  kak @sssong6823 https://t.co/plkAPeVAHw',kecantikan
"b'biaya ngisi dompet elektronik kena pajak pertambahan nilai 11%\nbiaya ngisinya ya, bukan nominal yang diisikan'",pajak
b'Sebagai warga negara Indonesia yang baik tentu akan menolak demo yang sarat dengan kepentingan politik.\nMari fokus ibadah biar nanti masuk surga \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81 https://t.co/sqAaaIVKJD',demokrasi
b'Sekarang saatnya skincare',kecantikan
b'Ada penyusup saat demo kemaren... https://t.co/Kpqt9nBRqe',demokrasi
"b'Meskipun hingga kini belum ada keterangan lebih lanjut mengenai jadwal konser yang akan dilaksanakan pada 2 November tersebut.\n""Antusias Beliebers di Indonesia begitu mengagumkan, penjualan tiket untuk pertunjukan konser 3 November habis terjual,\n.\n#zetizen https://t.co/AaR3XILSKs'",konser
"b""marv! aku mau coba ikutin inhuman, kira2 apa lagi yg harus ditonton ya selain film marvel's inhuman?""",film
"b'Coba keluar tengok ke arah timur, sedang ada parade planet berjajar, mau demo harga minyak cenah. https://t.co/gXxxfhQBuI'",demokrasi
b'Halo @kring_pajak syarat minta efin badan apa aja ya? Apa bisa minta melalui email?',pajak
b'Bulutangkis hari ini di buka oleh Bilqis yang luar biasa dan ditutup oleh Syabda dengan juara',bulutangkis
"b""CBI Pictures memboyong film terbaru dari seri Doraemon The Movie berjudul Nobita's Little Star Wars 2021 ke bioskop Tanah Air.""",film
b'Bila sektor wisata medis bisa kita kelola secara kompetitif akan sangat luar biasa dampaknya dari sisi devisa dan kemajuan bisnis kesehatan di Indonesia. #Opini #AdadiKompas\nhttps://t.co/oLZ02sMWlI',wisata
"b'Dukung mahasiswa terus, demo sampe bener2 didengerin'",demokrasi
"b'Wadidaw besok udh ticketing konser, semangatt buat yg nonton\xf0\x9f\x98\x8d'",konser
"b'Permudah Bayar Pajak, Samsat Lhokseumawe Buka Pelayanan di Warung Kopi https://t.co/iK2m7WWVuX https://t.co/JcwUiASrJJ'",pajak
b'Gua baru ngeh ya konser treasure sm event anniv exo barengan??!! Dan gua gak nonton keduanya\xf0\x9f\x98\x81',konser
"b'Destinasi wisata desa\n ""Jelajah Wisata Desa""\n#DesaWisataNusantara\n#TPPJawaTimur\n#TPPTrenggalek\n@jokowi\n@halimiskandarnu\n@imansyukri\n@malik_haramain \n@taufikmadjid71\n@azzameldzikrie\n@kpw4jatim\n@Ari_Asharie\n@Mift4hulMunir\n@shofamubarok1\n@hendrijos69\n@MuhamadIswahyu8 \n@TriAnd0ko https://t.co/KK1BCM6ln5'",wisata
"b'IPO GOTO @gojekindonesia @tokopedia dihadiri Menko @airlangga_hrt diberi sambutan video Presiden RI @jokowi, saham gotong royong karya anak bangsa.\n\nSemoga mas mentri @nadiemmakarim @Kemdikbud_RI memasukkan kurikulum Investasi pasar modal sejak usia dini. https://t.co/x6by4NBYRo'",investasi
"b'Dulu nyedot film The VVitch dari @YoviAditya nyampe tengah2 doang da asa aneh, nyoba lagi nonton di netflix angger we gening \xf0\x9f\x98\xa9 Meni paham pisan da ih bahasana teh..'",film
b'Puan sangat mengapresiasi pemain bulutangkis kita Puan Untuk Indonesia https://t.co/ypHwFF7I7v',bulutangkis
b'besok konser AAAAAAA TAKUT BLACK SWAN SAMA FAKE LOVE\xf0\x9f\x98\xad',konser
b'liat bulutangkis dmnsii',bulutangkis
"b'Sebelum Dianiaya, Liputan Ade Armando Ungkap Ada Penyusup dalam Demo 11 April https://t.co/HEta9A07W4'",demokrasi
b'Buat yang kangen nonton bioskop sih gue sangat rekomendasikan banget nonton film Srimulat: Hil Yang Mustahal ajak keluarga kamu kalo mau nonton film srimulat ya biar bisa ketawa bersama - sama haha.\n\n#FilmSrimulat #HilyangMustahal #SaatnyaIndonesiaTertawa',film
b'Kisah cinta tak seindah drama korea ataupun film india.',film
"b'Pulau Pari  bisa di jadikan pilihan tujuan wisata #pantai. Wisata Pulau Pari tergolong Wisata pesisir, #wisata unik  yang berbasis masyarakat sangat cocok untuk keluarga #liburan #sekolah, maupun perorangan. \n\nMarketing online Hp / WA : 08159977449\n\n#pulaupari #jakarta #indonesia https://t.co/O9jZD40npG'",wisata
"b'5 Cara Bayar Pajak STNK dengan Aplikasi Signal, Mulai dari Registrasi hingga Pembayaran\n \nhttps://t.co/EzueTkBY8F lewat @wartakotalive #stnk #jakarta #pajakkendaraan'",pajak
b'Udah pake skincare dari jam segini tapi tidurnya jam 3 pagi ya sama aja ga guna\xf0\x9f\xa4\xa3\xf0\x9f\x98\xad',kecantikan
"b'haii ptn! disini ad yg tau tentang beasiswa inspiratif? sender rencana mau daftar tp kan ya belum masuk kuliah, jadi nulisnya pendidikan saat ini nulis masih sma/smk gitu? atau misal lolos di ptn nanti lgsg nulis pendidikannya di ptn ? https://t.co/HAzbeM06t6'",beasiswa
b'Tuchel: Chelsea harus Segera Temukan cara Perbaiki Pertahanan. Komentar pelatih Jerman tersebut dilontarkan setelah timnya menelan kekalahan 1-3 dari Real Madrid dalam pertandingan leg pertama perempat final Liga Champions pada Kamis dini hari WIB.\n  https://t.co/UzMvkBstHi',sepakbola
"b'Himpunan Mahasewa Idiots...kejadian begal dibekasi tp demonya di Istana, sdh bener kl diusir dan digebuk krn bikin keonaran...\xf0\x9f\xa4\x95\xf0\x9f\xa4\x9b\n3 Kader HMI Ditangkap Saat Demo Kasus Begal M Fikry di Istana https://t.co/PnLVxmyRuO'",demokrasi
b'hah ada yg gasuka nonton film captain marvel???? weird',film
b'Pak @Dr_Moeldoko sebut pembangunan IKN jadi bentuk konkret Demokrasi\n#MoeldokoBentengNKRI\n\nhttps://t.co/KdvK5TuxiH https://t.co/5rgW58cpFw',demokrasi
b'ni monsta x bener bener yeah. kalo make up atau skincare kayanya masih bisa lah ni ya kita beli... ENIH MUBIL?????',kecantikan
b'Banyak OPD di Sarolangun Bayar Pajak Randis di Luar Sarolangun https://t.co/oS6G1kfgex https://t.co/W3AlcUqcbK',pajak
b'Mau Investasi Emas? Ini Hal yang Perlu Kamu Perhatikan Sebelum\xc2\xa0Melakukannya! https://t.co/8ZIQsugo7n',investasi
b'Pemusatan latihan ini sebagai persiapan Indonesia yang akan turun di SEA Games Vietnam pada Mei 2022 nanti.#psis #sepakbola\nhttps://t.co/NyWu0WcYaB',sepakbola
"b'5 Penyebab Real Madrid Kalahkan Chelsea di Leg I Perempatfinal Liga Champions 2021-2022, Nomor 1 Bikin Juara? #LengkapCepatBeritanya #Bola #SepakBola #LigaChampion #ChampionsLeague . https://t.co/VLnWshWJIe'",sepakbola
b'Duet Prabowo-Puan Berpotensi Paling Kuat di Pemilu\xc2\xa02024 https://t.co/WKEFWhI1bB',demokrasi
"b'[DEMOKRASI NEGERI INI MELOROT DARI KONSTITUSI?]\n\nHalo, Para Penghancur Abad!\n\nApa yang kalian rasakan soal demokrasi di negeri ini? Muncul keadilan, kesejahteraan, atau sama sekali tidak? Tahun demi tahun, kita lihat yang berkuasa makin jaya, yang lemah makin tak pernah didengar https://t.co/bf0H5NZFO6'",demokrasi
"b'Targetkan Juara Grup A Piala Thomas 2022, Tim Bulu Tangkis Indonesia Siap Bekuk Korea Selatan #LengkapCepatBeritanya #Olahraga #Sport #Bulutangkis #Netting #Badminton . https://t.co/SOtPzGdbWa'",bulutangkis
"b'The X-Files, film seri populer &amp; terlama (1993-2018) dgn 218 episode. Pernah tayang di layar kaca SCTV. Kisahnya ttg 2 agen khusus FBI yg mengungkap kasus\xc2\xb2 misteri tak terpecahkan. Mereka mempercayai keberadaan alien &amp; dunia paranormal. https://t.co/5gsORD3ngh'",film
b'Korlantas Polri akan menyiapkan ganjil genap di tempat wisata untuk mengantisipasi terjadi kepadatan pada momen libur Hari Raya Idul Fitri 2022. #kumparanNEWS https://t.co/GcflrtJedy',wisata
"b'Semenjak punya anak, pouch makeup ga aman, dari mulai lipen, wedak, dan kawan2 selalu berhamburan\nBelum deui lipen di corat coret'",kecantikan
"b'Semalem Mimpi Suku Bunga FED turun jadi 0.2% , apakah pertanda IHSG bakal ijo? \xf0\x9f\x98\x82'",investasi
b'huhu gabisa Norton konser bangtan ptd las vegas hari iniiii :((',konser
"b'PT Pintu\xc2\xa0Kemana\xc2\xa0Saja\xc2\xa0dengan\xc2\xa0brand PINTU,\xc2\xa0platform jual beli dan investasi aset crypto kali ini berkolaborasi dengan Mangkokku, startup kuliner. https://t.co/z1zdrs4120'",investasi
b'Nonton film di Netflix tanpa hambatan kalo pake #IndiHomeXAlloBankFest \nTiketDariIndiHome\nRatusanTiketIndiHome',film
"b'Liat video tutorial makeup yang pernah gue bikin, kok bisa ya se pd itu padahal itu makeup ala2 aja, ngalis aja gak rapih wkwk'",kecantikan
b'Semoga tahun ini aku sama mutual2ku yang lain punya kesempatan nonton konser BTS langsung di stadion besar mau di Indo atau diluar terserah\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb',konser
"b'Yang ada di otak gw sekarang. Jin lagi apa yah? Jin gak pergi jalan-jalan kah? Kok gak keciduk kaya jhope, Jimin, RM, V, JK. Apa dia cuma di kamar aja. Apa bareng sama Yoongi yah. Sih Yoongi juga. Pada kemana sih lu bedua. Masa iya nunggu konser dulu baru bisa lihat kalian. Hybe'",konser
b'Essay untuk mendaftar beasiswa\n#testimonisobatjoki https://t.co/VSLEZiL4t1',beasiswa
"b'Gus Muhaimin Jawab Narasi Isu Penundaan Pemilu, Lalu Tertawa\nhttps://t.co/i2I06eZ228'",demokrasi
"b'Top News Koran Rakyat Merdeka\n\nBakal Roudshow Ke Sydney Dan Melbourne\nSandi Pede Gaet 1,4 Juta Wisatawan Negeri Kanguru\n\n#SandiagaUno #wisata #Australia #Indonesia #RakyatMerdeka #RMid\n\nhttps://t.co/68BML0yqeo'",wisata
"b'#SahabatPP, Ditjen PP melalui Dit HPP II menyelenggarakan Pengharmonisasian Konsepsi RPP mengenai Tata Cara Pemenuhan dan Kewajiban Wajib Pajak terhadap Pajak Pertambahan Nilai Barang dan Jasa dan Pajak Penjualan atas Barang Mewah. \n.\n#KumhamSemakinPASTI\n#DitjenPPpastiWBK https://t.co/hCUcjSXqft'",pajak
"b'Viral Pelajar Diterima di 6 Universitas Belanda dan Kanada, Pelajar Asal Malang ini Juga Lolos Beasiswa LN Loh  https://t.co/OyQVlzCfXD'",beasiswa
"b'Agen Jorginho, Joao Santos, menegaskan belum ada pembicaraan dengan Juventus. Terlebih, Chelsea juga tidak dapat beroperasi di bursa transfer.  https://t.co/HLL4SvaqjV'",sepakbola
"b'Hai #TemanPemilih\n\nMerawat Alam, Merawat Demokrasi\nSelamat Memperingati Hari Bumi, 22 April 2022\n\n#KPUMelayani\n#PemiluSerentak2024 @ KPU Provinsi Sulawesi Tenggara https://t.co/3mjBsJxnGH'",demokrasi
b'Mempertanyakan Keadilan dalam Sistem Demokrasi https://t.co/5kA8JWiVAS \n*****\n\xe2\x86\x98\xef\xb8\x8f Join https://t.co/M4VJv0Ue0F\n\n#remajaperubahan #generasipenerusmasadepangemilang #keadilan #demokrasi #demokrasiindonesia',demokrasi
"b'Shin Tae-yong Girang, Kualitas Timnas Indonesia U-19 Makin Meningkat #LengkapCepatBeritanya #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/H9sVoIVfUE'",sepakbola
"b'Kesalahan terbesar dr banyaknya rugi koin kripto adalah terlalu banyak ""ahli kripto"" kepedean bilang koinnya stabil, sangat aman, dan \'kebohongan\' lainnya.\n\nPadahal harusnya beli koin kripto sm kaya investasi lain spt saham, disebar biar kl jatuh ga jatoh miskin.'",investasi
b'marv! pick one :\nga nonton film marvel di hari pertama atau ga nonton/rewatch film &amp; series marvel selama sebulan?',film
b'Noda Politik Dinasti dan Kaderisasi Parpol dalam Sistem Demokrasi\nhttps://t.co/S314KuZTsA https://t.co/RSuSq0Ay82',demokrasi
b'memang benar harusnya kalo lagi mental breakdown gausa skincare an aja karena akan percuma',kecantikan
b'Korban LUNA ga ada niatan trading saham di IHSG aja gaes? Ayo loh! Mumpung udh di diskon!',investasi
"b'Selamat siang @kring_pajak. Mau tanya mengenai insentif PPN DTP yang diperpanjang. Jika pembelian kpd developer dilakukan per bulan Maret 2022, tetapi rumah tsb. masih proses pendaftaran aplikasi Sikumbang (misal baru terdaftar di bulan Juni 2022 karena proses kepengurusan PBG)'",pajak
b'Desa Wisata Nusantarara\nMari Kita Lestarikan Wisata Indonesia \n@halimiskandarnu\n@jokowi \n@yusradaridesa \n@fachrilabalado \n@taufikmadjid71 \n@kemendespdtt \n@LilisRitonga \n@KoorprovSumut \n@Muhammad221169 \n@rajabdalimunth9 \n@MakmurS7x \n@SamsudinHaraha7 \n@SSireg \n@tppkemendes https://t.co/mq3nnq0xR7',wisata
b'Orang udik baru tau ada tempat wisata Jogja begini dan ternyata mayan rame. The place is pretty cool but damn it was sooooo hot. HTM-nya gratis btw \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\n\nhttps://t.co/Hw3U71w08e',wisata
b'Innalillahi mumet saya scroll skincare \xf0\x9f\x98\xb5\xf0\x9f\x98\xb5\xf0\x9f\x98\x91\n\nTidur ah',kecantikan
"b'Ke Inggris aja kalau mau studi islamic finance, disana (yg muslimnya minoritas itew), aneka produk finansial islami berkembang baik, lebih bagoooosss drpd di Indonesia.\n\nPikirin ini kalo serius ingin ekonomi maju, jangan berisik gak karu2an. Cari elmunya, beasiswa pun ada.'",beasiswa
"b""Bisa hemat ongkos buat pergi ke 'Eropa', nih https://t.co/5x404toyh7""",wisata
"b'Eintracht Frankfurt Vs Barcelona akan hadir di leg pertama perempatfinal Liga Europa. Kick-off jelang waktu sahur, simak link live streaming laga itu. https://t.co/mvy5T1B619'",sepakbola
b'ayo konser bersembilan lagi!\xf0\x9f\x95\x8a\xef\xb8\x8f\xf0\x9f\xa4\x8d\n#10YearsWithEXO\n#AlwaysAndForeverEXO\n#EXOWeAreOneDecade\n#\xec\x97\x91\xec\x86\x8c\xec\x99\x80_\xed\x95\xa8\xea\xbb\x98\xed\x95\x9c_\xec\x95\x84\xeb\xa6\x84\xeb\x8b\xa4\xec\x9a\xb4_10\xeb\x85\x84 \n@weareoneEXO https://t.co/Ha5QYeueyB',konser
"b'#london #bolatime Erik ten Hag adalah pilihan utama untuk dilantik selaku pengurus tetap Manchester United seterusnya sekali gus memberi tamparan hebat kepada impian jurulatih Paris Saint-Germain (PSG), Mauricio Pochettino. https://t.co/NDblOPUl13'",sepakbola
"b'Feelingku ""beautiful"" by hyunjin bakal ada di konser aokwkwkkwkw'",konser
"b'Kalahkan Thailand 4-1, Tim Thomas Indonesia ke Babak 16 Besar https://t.co/J6D1c4NaNL'",bulutangkis
b'Buah Pir Untuk Perawatan\xc2\xa0Kulit https://t.co/2lSwUGZSkz',kecantikan
"b'Hepi enip ke 10 bangabang exo, semoga bisa enip ampe yg ke 50 en bisa konser dicibaduyut\xf0\x9f\x99\x8f @almightykji @swgpcye https://t.co/HL6aFnvqoW'",konser
b'Indonesia Unggul 5-0 Atas Jerman di Piala Uber 2022 https://t.co/1rFoKnVM5J',bulutangkis
"b'PKB Tetap Ingin Tunda Pemilu 2024, Netizen: Tenggelamkan PKB Ini, Pengkhianat Reformasi dan Demokrasi\nhttps://t.co/Vlm7NP6K48'",demokrasi
b'Belajar Dewasa Berdemokrasi dari Bulan Ramadan\n\nhttps://t.co/j1bDS2wlml\n\n#LDII #ldii_news #LembagaDakwahIslamIndonesia #tahunpolitik #demokrasi #ramadan #pemilu2024 #politik #pemilu https://t.co/g6hpXNHiDt',demokrasi
b'Beasiswa LPDP Kewirausahaan\n\nBACA: https://t.co/5bdCJ5QMn8\nDEADLINE: 5 Agustus 2022\n\nCHAT WhatsApp: https://t.co/pjGq71Lsec',beasiswa
b'bismillah dah pulang sanlat cepet biar nonton konser aman WKWKWKWKW',konser
"b'(thread)\nLuar Biasa, Bilqis Prasista Bongkar Rahasia Gebuk Akane Yamaguchi\n#PialaUber2022 #UberCup2022 #BuluTangkis \n\nhttps://t.co/MU9cfs1Ztp'",bulutangkis
b'Masyarakat umum\nBaik yg awam maupun yg intelek\nSdh paham\nDemo ini buat siapa.\nKasihan gak didukung seluruh lapisan masyarakat.\nHanya bikin macet dan menganggu lalulintas dan pengguna jalan. https://t.co/eAwlVg976V',demokrasi
b'#LokerBDL Lowongan Kerja Lampung Staff Pajak PT. Aman Jaya Perdana https://t.co/BBXVBNKeAP',pajak
b'Hasil Piala Uber 2022: Febriana/Amalia Dikalahkan Ganda Peringkat 1 Dunia https://t.co/wdn5oB7xcU',bulutangkis
"b'Anggota Bawaslu Kota Jakarta Barat, Fitriani\nmenghadiri undangan Bawaslu DKI Jakarta dalam rapat \n""Pembinaan SDM Pengawasan dan Kesekretariatan"".\nl Aula Graha Demokrasi Bawaslu DKI Jakarta l\n(28/04/2022)\n\n#AwasInfo\n#bawaslujakbar\n#humasbawaslujakbar\n#cegahawasitindak https://t.co/eRxNsdO7Fl'",demokrasi
"b'Kecam Fitnah dan Rasisme ke Tsamara Amany, Giring PSI: Racun Buat Demokrasi https://t.co/yyQvuSJMDf'",demokrasi
"b'Benito Ocasio atau dikenal dengan Bad Bunny bakal ngebintangin film Marvel. Bad Bunny akan memerankan karakter El Muerto, seorang wrestler yang mempunyai kekuatan super. Kita tunggu aja film-nya hadir, Superfriends.\n\n\xe2\x81\xa3#SUPERLIVE\xe2\x81\xa3\n#SUPERMUSIC\xe2\x81\xa3\n#DARETOPERFORM\xe2\x81\xa3\n#IDARE https://t.co/n72eTVwGxh'",film
b'Hasil 2022 BWF Thomas &amp; Uber Cup\nDAY 5: Quarter-Finals\n\n4 slot semi-final Thomas Cup dan Uber Cup sudah terisi!! Berikut hasil-hasil pertandingan Quarter-Final hari ini! https://t.co/EdCeLKeN1Z',bulutangkis
b'Eh sekarang konser di korsel udah boleh bersuara belom si?\n\nehhh berarti besok nak anak GR donggggg....aaaaa semangattt suyung suyungkuuuu',konser
b'Ungkap Kebenaran dalam Aksi Unjuk Rasa 21 April 2022 https://t.co/kOMQa0MmGL',demokrasi
b'Laju Tim Uber Indonesia Terhenti di Perempatfinal\n\nBaca selengkapnya disini!\nhttps://t.co/HV7kHybpWK\n\n#MataIndonesia #timuber #indonesia #perempatfinal #bulutangkis',bulutangkis
b'Intip Persiapan Skuad Bulutangkis Indonesia Jelang Tempur di SEA Games https://t.co/ewOMQUeWpZ',bulutangkis
b'Link Live Streaming Piala Thomas 2022 Indonesia vs Singapura Dapat Disaksikan di Sini! #LengkapCepatBeritanya #Olahraga #Sport #Bulutangkis #Netting #Badminton . https://t.co/cq1i3q6pSP',bulutangkis
b'promo kursus kelas bahasa inggris khusus ielts / toefl / toeic area jakarta dan daring / online zoom. \nprogram juga disesuaikan untuk persiapan beasiswa sekolah. https://t.co/7jpe6iTchR',beasiswa
"b'Giat pelayanan perpanjangan pajak tahunan, Perpanjangan Stnk, BBN2 dan mutasi Ranmor dengan menerapkan prokes.Samsat Natar\n#indonesia\n#ntmc_polri\n#polisiindonesia\n#poldalampung\n#lampung\n#lampungselatan_\n@potret_lampung.\n@polisi_lampung\n@lpgditlantas \n@ntmckorlantaspolri https://t.co/EgBr3lKQGC'",pajak
"b'Demi Keuntungan Besar, Man United Rela Lepas Cristiano Ronaldo ke Inter Miami #LengkapCepatBeritanya #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/4EWQ7blYOe'",sepakbola
"b'Ingat, dalam bulutangkis, net adalah musuh'",bulutangkis
"b""Kalau kamu suka film percintaan remaja unyu-unyu menggemaskan yang dibumbui petuah agama yang bijak, serta mengidolakan pasangan muda Dinda Hauw-Rey Mbayang, maka 'Cinta Subuh' jelas untukmu. Ditambah lagi, visual film ini pun terlihat mewah. \n\nSedang tayang di bioskop. https://t.co/7wDPGMkuS8""",film
b'#ThomasCup2022 \n#ThomasUberCups \n#ThomasUberCup2022 \n\nNonton bulutangkis sampai kudu nangis...ayoooo FajRi https://t.co/wL1OtOwpY5',bulutangkis
b'mending gw nonton konser trejo apa ikut bukber',konser
b'Gue gak fokus skincare an karna liat ini foto\xf0\x9f\x98\xad https://t.co/MpjyKdHMm0',kecantikan
b'MUA profesional beberkan cara cari uang dari hobi merias wajah.\n\nhttps://t.co/Pns7eDS0O1',kecantikan
b'Kita juga bisa menyebarkan wawasan terkait info beasiswa agar kesempatan belajar dapat terbuka bagi lebih banyak pemuda. \n\n#LPDP #DiriUntukNegeri #PK185 #DharaniDanurweda #SDMUnggulIndonesiaMaju #AkuPastiMengabdi https://t.co/UQXJJIiBiz',beasiswa
"b""Tadi pagi habis sholat subuh baca qur'an mulai dari awal lagi, kemarin saya hatam wur'an. Malam ini nonton bulutangkis tomascup. https://t.co/j8m0LUbvmN""",bulutangkis
